"trade_date","new_ath_marker","period","return"
"1981-04-09","N","1 year","-0.0904"
"1981-04-10","N","1 year","-0.0894"
"1981-04-13","N","1 year","-0.0801"
"1981-04-14","N","1 year","-0.0781"
"1981-04-15","N","1 year","-0.0843"
"1981-04-16","N","1 year","-0.0843"
"1981-04-20","N","1 year","-0.1000"
"1981-04-21","N","1 year","-0.0897"
"1981-04-22","N","1 year","-0.0775"
"1981-04-23","N","1 year","-0.0647"
"1981-04-24","N","1 year","-0.0681"
"1981-04-27","N","1 year","-0.0803"
"1981-04-28","N","1 year","-0.0782"
"1981-04-29","N","1 year","-0.0783"
"1981-04-30","N","1 year","-0.0735"
"1981-05-01","N","1 year","-0.0699"
"1981-05-04","N","1 year","-0.0501"
"1981-05-05","N","1 year","-0.0458"
"1981-05-06","N","1 year","-0.0410"
"1981-05-07","N","1 year","-0.0412"
"1981-05-08","N","1 year","-0.0498"
"1981-05-11","N","1 year","-0.0271"
"1981-05-12","N","1 year","-0.0366"
"1981-05-13","N","1 year","-0.0430"
"1981-05-14","N","1 year","-0.0501"
"1981-05-15","N","1 year","-0.0669"
"1981-05-18","N","1 year","-0.0764"
"1981-05-19","N","1 year","-0.0808"
"1981-05-20","N","1 year","-0.0826"
"1981-05-21","N","1 year","-0.0785"
"1981-05-22","N","1 year","-0.0763"
"1981-05-26","N","1 year","-0.0997"
"1981-05-27","N","1 year","-0.1100"
"1981-05-28","N","1 year","-0.1141"
"1981-05-29","N","1 year","-0.1090"
"1981-06-01","N","1 year","-0.1077"
"1981-06-02","N","1 year","-0.0926"
"1981-06-03","N","1 year","-0.0947"
"1981-06-04","N","1 year","-0.1107"
"1981-06-05","N","1 year","-0.1189"
"1981-06-08","N","1 year","-0.1230"
"1981-06-09","N","1 year","-0.1263"
"1981-06-10","N","1 year","-0.1237"
"1981-06-11","N","1 year","-0.1202"
"1981-06-12","N","1 year","-0.1286"
"1981-06-15","N","1 year","-0.1294"
"1981-06-16","N","1 year","-0.1285"
"1981-06-17","N","1 year","-0.1462"
"1981-06-18","N","1 year","-0.1379"
"1981-06-19","N","1 year","-0.1426"
"1981-06-22","N","1 year","-0.1317"
"1981-06-23","N","1 year","-0.1262"
"1981-06-24","N","1 year","-0.1242"
"1981-06-25","N","1 year","-0.1306"
"1981-06-26","N","1 year","-0.1201"
"1981-06-29","N","1 year","-0.1160"
"1981-06-30","N","1 year","-0.1152"
"1981-07-01","N","1 year","-0.1127"
"1981-07-02","N","1 year","-0.1137"
"1981-07-06","N","1 year","-0.1078"
"1981-07-07","N","1 year","-0.1145"
"1981-07-08","N","1 year","-0.1124"
"1981-07-09","N","1 year","-0.1085"
"1981-07-10","N","1 year","-0.1030"
"1981-07-13","N","1 year","-0.1058"
"1981-07-14","N","1 year","-0.0978"
"1981-07-15","N","1 year","-0.1017"
"1981-07-16","N","1 year","-0.0974"
"1981-07-17","N","1 year","-0.1031"
"1981-07-20","N","1 year","-0.0822"
"1981-07-21","N","1 year","-0.0805"
"1981-07-22","N","1 year","-0.0713"
"1981-07-23","N","1 year","-0.0758"
"1981-07-24","N","1 year","-0.0901"
"1981-07-27","N","1 year","-0.1078"
"1981-07-28","N","1 year","-0.1165"
"1981-07-29","N","1 year","-0.1167"
"1981-07-30","N","1 year","-0.1229"
"1981-07-31","N","1 year","-0.1174"
"1981-08-03","N","1 year","-0.1238"
"1981-08-04","N","1 year","-0.1473"
"1981-08-05","N","1 year","-0.1596"
"1981-08-06","N","1 year","-0.1710"
"1981-08-07","N","1 year","-0.1705"
"1981-08-10","N","1 year","-0.1773"
"1981-08-11","N","1 year","-0.1873"
"1981-08-12","N","1 year","-0.1860"
"1981-08-13","N","1 year","-0.1753"
"1981-08-14","N","1 year","-0.1670"
"1981-08-17","N","1 year","-0.1190"
"1981-08-18","N","1 year","-0.1156"
"1981-08-19","N","1 year","-0.1131"
"1981-08-20","N","1 year","-0.0831"
"1981-08-21","N","1 year","-0.0474"
"1981-08-24","N","1 year","-0.0256"
"1981-08-25","N","1 year","-0.0116"
"1981-08-26","N","1 year","0.0059"
"1981-08-27","N","1 year","0.0053"
"1981-08-28","N","1 year","0.0054"
"1981-08-31","N","1 year","0.0321"
"1981-09-01","N","1 year","0.0194"
"1981-09-02","N","1 year","0.0329"
"1981-09-03","N","1 year","0.0731"
"1981-09-04","N","1 year","0.0720"
"1981-09-08","N","1 year","0.0984"
"1981-09-09","N","1 year","0.0924"
"1981-09-10","N","1 year","0.0678"
"1981-09-11","N","1 year","0.0660"
"1981-09-14","N","1 year","0.0819"
"1981-09-15","N","1 year","0.1005"
"1981-09-16","N","1 year","0.1042"
"1981-09-17","N","1 year","0.1094"
"1981-09-18","N","1 year","0.1175"
"1981-09-21","N","1 year","0.1296"
"1981-09-22","N","1 year","0.1269"
"1981-09-23","N","1 year","0.1353"
"1981-09-24","N","1 year","0.1371"
"1981-09-25","N","1 year","0.1625"
"1981-09-28","N","1 year","0.1312"
"1981-09-29","N","1 year","0.1125"
"1981-09-30","N","1 year","0.0992"
"1981-10-01","N","1 year","0.1048"
"1981-10-02","N","1 year","0.0796"
"1981-10-05","N","1 year","0.0824"
"1981-10-06","N","1 year","0.1278"
"1981-10-07","N","1 year","0.1259"
"1981-10-08","N","1 year","0.1362"
"1981-10-09","N","1 year","0.1742"
"1981-10-12","N","1 year","0.1762"
"1981-10-13","N","1 year","0.1984"
"1981-10-14","N","1 year","0.2012"
"1981-10-15","N","1 year","0.1832"
"1981-10-16","N","1 year","0.2165"
"1981-10-19","N","1 year","0.2173"
"1981-10-20","N","1 year","0.2275"
"1981-10-21","N","1 year","0.2279"
"1981-10-22","N","1 year","0.2306"
"1981-10-23","N","1 year","0.1921"
"1981-10-26","N","1 year","0.2069"
"1981-10-27","N","1 year","0.2026"
"1981-10-28","N","1 year","0.1860"
"1981-10-29","N","1 year","0.1960"
"1981-10-30","N","1 year","0.1782"
"1981-11-02","N","1 year","0.1736"
"1981-11-03","N","1 year","0.2136"
"1981-11-04","N","1 year","0.2056"
"1981-11-05","N","1 year","0.2199"
"1981-11-06","N","1 year","0.2137"
"1981-11-09","N","1 year","0.2298"
"1981-11-10","N","1 year","0.2196"
"1981-11-11","N","1 year","0.2226"
"1981-11-12","N","1 year","0.2007"
"1981-11-13","N","1 year","0.1939"
"1981-11-16","N","1 year","0.1940"
"1981-11-17","N","1 year","0.2069"
"1981-11-18","N","1 year","0.2195"
"1981-11-19","N","1 year","0.2033"
"1981-11-20","N","1 year","0.1691"
"1981-11-23","N","1 year","0.1589"
"1981-11-24","N","1 year","0.1491"
"1981-11-25","N","1 year","0.1527"
"1981-11-27","N","1 year","0.1373"
"1981-11-30","N","1 year","0.1619"
"1981-12-01","N","1 year","0.1657"
"1981-12-02","N","1 year","0.1798"
"1981-12-03","N","1 year","0.1746"
"1981-12-04","N","1 year","0.1899"
"1981-12-07","N","1 year","0.2081"
"1981-12-08","N","1 year","0.2039"
"1981-12-09","N","1 year","0.1823"
"1981-12-10","N","1 year","0.1765"
"1981-12-11","N","1 year","0.1871"
"1981-12-14","N","1 year","0.1858"
"1981-12-15","N","1 year","0.1652"
"1981-12-16","N","1 year","0.1712"
"1981-12-17","N","1 year","0.1834"
"1981-12-18","N","1 year","0.1645"
"1981-12-21","N","1 year","0.1909"
"1981-12-22","N","1 year","0.1972"
"1981-12-23","N","1 year","0.2105"
"1981-12-24","N","1 year","0.2295"
"1981-12-28","N","1 year","0.2200"
"1981-12-29","N","1 year","0.2301"
"1981-12-30","N","1 year","0.2159"
"1981-12-31","N","1 year","0.2155"
"1982-01-04","N","1 year","0.2197"
"1982-01-05","N","1 year","0.2524"
"1982-01-06","N","1 year","0.2910"
"1982-01-07","N","1 year","0.2929"
"1982-01-08","N","1 year","0.3004"
"1982-01-11","N","1 year","0.3222"
"1982-01-12","N","1 year","0.3359"
"1982-01-13","N","1 year","0.3435"
"1982-01-14","N","1 year","0.3443"
"1982-01-15","N","1 year","0.3358"
"1982-01-18","N","1 year","0.3228"
"1982-01-19","N","1 year","0.3268"
"1982-01-20","N","1 year","0.3442"
"1982-01-21","N","1 year","0.3163"
"1982-01-22","N","1 year","0.2849"
"1982-01-25","N","1 year","0.3009"
"1982-01-26","N","1 year","0.3014"
"1982-01-27","N","1 year","0.3271"
"1982-01-28","N","1 year","0.2871"
"1982-01-29","N","1 year","0.2774"
"1982-02-01","N","1 year","0.2848"
"1982-02-02","N","1 year","0.2847"
"1982-02-03","N","1 year","0.3109"
"1982-02-04","N","1 year","0.3287"
"1982-02-05","N","1 year","0.3263"
"1982-02-08","N","1 year","0.3454"
"1982-02-09","N","1 year","0.3501"
"1982-02-10","N","1 year","0.3616"
"1982-02-11","N","1 year","0.3656"
"1982-02-12","N","1 year","0.3781"
"1982-02-16","N","1 year","0.3681"
"1982-02-17","N","1 year","0.3727"
"1982-02-18","N","1 year","0.3763"
"1982-02-19","N","1 year","0.3601"
"1982-02-22","N","1 year","0.3799"
"1982-02-23","N","1 year","0.3934"
"1982-02-24","N","1 year","0.3955"
"1982-02-25","N","1 year","0.4000"
"1982-02-26","N","1 year","0.3840"
"1982-03-01","N","1 year","0.4079"
"1982-03-02","N","1 year","0.4291"
"1982-03-03","N","1 year","0.4630"
"1982-03-04","N","1 year","0.4787"
"1982-03-05","N","1 year","0.4860"
"1982-03-08","N","1 year","0.4899"
"1982-03-09","N","1 year","0.4852"
"1982-03-10","N","1 year","0.4670"
"1982-03-11","N","1 year","0.4622"
"1982-03-12","N","1 year","0.4683"
"1982-03-15","N","1 year","0.4622"
"1982-03-16","N","1 year","0.4494"
"1982-03-17","N","1 year","0.4500"
"1982-03-18","N","1 year","0.4369"
"1982-03-19","N","1 year","0.4452"
"1982-03-22","N","1 year","0.4126"
"1982-03-23","N","1 year","0.4229"
"1982-03-24","N","1 year","0.4354"
"1982-03-25","N","1 year","0.4259"
"1982-03-26","N","1 year","0.4343"
"1982-03-29","N","1 year","0.4272"
"1982-03-30","N","1 year","0.4446"
"1982-03-31","N","1 year","0.4427"
"1982-04-01","N","1 year","0.4200"
"1982-04-02","N","1 year","0.4036"
