"trade_date","new_ath_marker","period","return"
"1956-04-16","N","3 year","0.1974"
"1956-04-17","N","3 year","0.2084"
"1956-04-18","N","3 year","0.2185"
"1956-04-19","N","3 year","0.2228"
"1956-04-20","N","3 year","0.2180"
"1956-04-23","N","3 year","0.2088"
"1956-04-24","N","3 year","0.2264"
"1956-04-25","N","3 year","0.2347"
"1956-04-26","N","3 year","0.2243"
"1956-04-27","N","3 year","0.2115"
"1956-04-30","N","3 year","0.1904"
"1956-05-01","N","3 year","0.1970"
"1956-05-02","N","3 year","0.1968"
"1956-05-03","N","3 year","0.1926"
"1956-05-04","N","3 year","0.1884"
"1956-05-07","N","3 year","0.1796"
"1956-05-08","N","3 year","0.1937"
"1956-05-09","N","3 year","0.2007"
"1956-05-10","N","3 year","0.2205"
"1956-05-11","N","3 year","0.2216"
"1956-05-14","N","3 year","0.2456"
"1956-05-15","N","3 year","0.2543"
"1956-05-16","N","3 year","0.2628"
"1956-05-17","N","3 year","0.2476"
"1956-05-18","N","3 year","0.2535"
"1956-05-21","N","3 year","0.2642"
"1956-05-22","N","3 year","0.2888"
"1956-05-23","N","3 year","0.2923"
"1956-05-24","N","3 year","0.3045"
"1956-05-25","N","3 year","0.3039"
"1956-05-28","N","3 year","0.3240"
"1956-05-29","N","3 year","0.3008"
"1956-05-31","N","3 year","0.2971"
"1956-06-01","N","3 year","0.2863"
"1956-06-04","N","3 year","0.2569"
"1956-06-05","N","3 year","0.2540"
"1956-06-06","N","3 year","0.2439"
"1956-06-07","N","3 year","0.2342"
"1956-06-08","N","3 year","0.2574"
"1956-06-11","N","3 year","0.2525"
"1956-06-12","N","3 year","0.2351"
"1956-06-13","N","3 year","0.2277"
"1956-06-14","N","3 year","0.2306"
"1956-06-15","N","3 year","0.2290"
"1956-06-18","N","3 year","0.2357"
"1956-06-19","N","3 year","0.2361"
"1956-06-20","N","3 year","0.2310"
"1956-06-21","N","3 year","0.2226"
"1956-06-22","N","3 year","0.2262"
"1956-06-25","N","3 year","0.2439"
"1956-06-26","N","3 year","0.2410"
"1956-06-27","N","3 year","0.2401"
"1956-06-28","N","3 year","0.2385"
"1956-06-29","N","3 year","0.2427"
"1956-07-02","N","3 year","0.2632"
"1956-07-03","N","3 year","0.2606"
"1956-07-05","N","3 year","0.2479"
"1956-07-06","N","3 year","0.2416"
"1956-07-09","N","3 year","0.2429"
"1956-07-10","N","3 year","0.2342"
"1956-07-11","N","3 year","0.2201"
"1956-07-12","N","3 year","0.2229"
"1956-07-13","N","3 year","0.2194"
"1956-07-16","Y","3 year","0.2090"
"1956-07-17","Y","3 year","0.2004"
"1956-07-18","N","3 year","0.1949"
"1956-07-19","Y","3 year","0.1944"
"1956-07-20","Y","3 year","0.1937"
"1956-07-23","N","3 year","0.2096"
"1956-07-24","N","3 year","0.2092"
"1956-07-25","Y","3 year","0.2140"
"1956-07-26","Y","3 year","0.2130"
"1956-07-27","N","3 year","0.2229"
"1956-07-30","N","3 year","0.2347"
"1956-07-31","N","3 year","0.2252"
"1956-08-01","N","3 year","0.2285"
"1956-08-02","Y","3 year","0.2206"
"1956-08-03","N","3 year","0.2230"
"1956-08-06","N","3 year","0.2329"
"1956-08-07","N","3 year","0.2178"
"1956-08-08","N","3 year","0.1876"
"1956-08-09","N","3 year","0.1886"
"1956-08-10","N","3 year","0.1941"
"1956-08-13","N","3 year","0.2176"
"1956-08-14","N","3 year","0.2125"
"1956-08-15","N","3 year","0.2078"
"1956-08-16","N","3 year","0.2105"
"1956-08-17","N","3 year","0.2120"
"1956-08-20","N","3 year","0.2257"
"1956-08-21","N","3 year","0.2336"
"1956-08-22","N","3 year","0.2415"
"1956-08-23","N","3 year","0.2264"
"1956-08-24","N","3 year","0.2277"
"1956-08-27","N","3 year","0.2514"
"1956-08-28","N","3 year","0.2506"
"1956-08-29","N","3 year","0.2585"
"1956-08-30","N","3 year","0.2697"
"1956-08-31","N","3 year","0.2545"
"1956-09-04","N","3 year","0.2224"
"1956-09-05","N","3 year","0.2016"
"1956-09-06","N","3 year","0.1996"
"1956-09-07","N","3 year","0.2069"
"1956-09-10","N","3 year","0.1983"
"1956-09-11","N","3 year","0.2117"
"1956-09-12","N","3 year","0.2113"
"1956-09-13","N","3 year","0.2128"
"1956-09-14","N","3 year","0.2072"
"1956-09-17","N","3 year","0.1954"
"1956-09-18","N","3 year","0.1988"
"1956-09-19","N","3 year","0.1953"
"1956-09-20","N","3 year","0.1961"
"1956-09-21","N","3 year","0.1866"
"1956-09-24","N","3 year","0.2237"
"1956-09-25","N","3 year","0.2400"
"1956-09-26","N","3 year","0.2473"
"1956-09-27","N","3 year","0.2533"
"1956-09-28","N","3 year","0.2602"
"1956-10-01","N","3 year","0.2738"
"1956-10-02","N","3 year","0.2566"
"1956-10-03","N","3 year","0.2347"
"1956-10-04","N","3 year","0.2344"
"1956-10-05","N","3 year","0.2302"
"1956-10-08","N","3 year","0.2236"
"1956-10-09","N","3 year","0.2338"
"1956-10-10","N","3 year","0.2238"
"1956-10-11","N","3 year","0.2245"
"1956-10-12","N","3 year","0.2196"
"1956-10-15","N","3 year","0.2136"
"1956-10-16","N","3 year","0.2297"
"1956-10-17","N","3 year","0.2324"
"1956-10-18","N","3 year","0.2303"
"1956-10-19","N","3 year","0.2329"
"1956-10-22","N","3 year","0.2113"
"1956-10-23","N","3 year","0.2264"
"1956-10-24","N","3 year","0.2397"
"1956-10-25","N","3 year","0.2419"
"1956-10-26","N","3 year","0.2306"
"1956-10-29","N","3 year","0.2373"
"1956-10-30","N","3 year","0.2405"
"1956-10-31","N","3 year","0.2595"
"1956-11-01","N","3 year","0.2341"
"1956-11-02","N","3 year","0.2220"
"1956-11-05","N","3 year","0.2042"
"1956-11-07","N","3 year","0.2206"
"1956-11-08","N","3 year","0.2305"
"1956-11-09","N","3 year","0.2408"
"1956-11-12","N","3 year","0.2297"
"1956-11-13","N","3 year","0.2287"
"1956-11-14","N","3 year","0.2219"
"1956-11-15","N","3 year","0.2297"
"1956-11-16","N","3 year","0.2291"
"1956-11-19","N","3 year","0.2572"
"1956-11-20","N","3 year","0.2691"
"1956-11-21","N","3 year","0.2778"
"1956-11-23","N","3 year","0.2645"
"1956-11-26","N","3 year","0.2859"
"1956-11-27","N","3 year","0.2848"
"1956-11-28","N","3 year","0.3117"
"1956-11-29","N","3 year","0.3132"
"1956-11-30","N","3 year","0.2928"
"1956-12-03","N","3 year","0.2773"
"1956-12-04","N","3 year","0.2838"
"1956-12-05","N","3 year","0.2710"
"1956-12-06","N","3 year","0.2596"
"1956-12-07","N","3 year","0.2534"
"1956-12-10","N","3 year","0.2611"
"1956-12-11","N","3 year","0.2668"
"1956-12-12","N","3 year","0.2799"
"1956-12-13","N","3 year","0.2697"
"1956-12-14","N","3 year","0.2686"
"1956-12-17","N","3 year","0.2647"
"1956-12-18","N","3 year","0.2707"
"1956-12-19","N","3 year","0.2759"
"1956-12-20","N","3 year","0.2859"
"1956-12-21","N","3 year","0.2775"
"1956-12-26","N","3 year","0.2714"
"1956-12-27","N","3 year","0.2725"
"1956-12-28","N","3 year","0.2668"
"1956-12-31","N","3 year","0.2833"
"1957-01-02","N","3 year","0.2967"
"1957-01-03","N","3 year","0.2856"
"1957-01-04","N","3 year","0.2840"
"1957-01-07","N","3 year","0.2859"
"1957-01-08","N","3 year","0.2865"
"1957-01-09","N","3 year","0.2732"
"1957-01-10","N","3 year","0.2702"
"1957-01-11","N","3 year","0.2726"
"1957-01-14","N","3 year","0.2734"
"1957-01-15","N","3 year","0.2922"
"1957-01-16","N","3 year","0.2799"
"1957-01-17","N","3 year","0.2802"
"1957-01-18","N","3 year","0.2968"
"1957-01-21","N","3 year","0.2885"
"1957-01-22","N","3 year","0.2886"
"1957-01-23","N","3 year","0.2654"
"1957-01-24","N","3 year","0.2609"
"1957-01-25","N","3 year","0.2668"
"1957-01-28","N","3 year","0.2616"
"1957-01-29","N","3 year","0.2438"
"1957-01-30","N","3 year","0.2460"
"1957-01-31","N","3 year","0.2513"
"1957-02-01","N","3 year","0.2541"
"1957-02-04","N","3 year","0.2636"
"1957-02-05","N","3 year","0.2754"
"1957-02-06","N","3 year","0.2624"
"1957-02-07","N","3 year","0.2682"
"1957-02-08","N","3 year","0.2770"
"1957-02-11","N","3 year","0.2962"
"1957-02-12","N","3 year","0.3083"
"1957-02-13","N","3 year","0.2818"
"1957-02-14","N","3 year","0.2833"
"1957-02-15","N","3 year","0.2680"
"1957-02-18","N","3 year","0.2839"
"1957-02-19","N","3 year","0.2932"
"1957-02-20","N","3 year","0.2822"
"1957-02-21","N","3 year","0.2866"
"1957-02-25","N","3 year","0.2893"
"1957-02-26","N","3 year","0.2925"
"1957-02-27","N","3 year","0.2928"
"1957-02-28","N","3 year","0.2973"
"1957-03-01","N","3 year","0.2805"
"1957-03-04","N","3 year","0.2385"
"1957-03-05","N","3 year","0.2216"
"1957-03-06","N","3 year","0.2186"
"1957-03-07","N","3 year","0.2219"
"1957-03-08","N","3 year","0.2133"
"1957-03-11","N","3 year","0.2389"
"1957-03-12","N","3 year","0.2416"
"1957-03-13","N","3 year","0.2334"
"1957-03-14","N","3 year","0.2326"
"1957-03-15","N","3 year","0.2427"
"1957-03-18","N","3 year","0.2545"
"1957-03-19","N","3 year","0.2504"
"1957-03-20","N","3 year","0.2487"
"1957-03-21","N","3 year","0.2484"
"1957-03-22","N","3 year","0.2548"
"1957-03-25","N","3 year","0.2757"
"1957-03-26","N","3 year","0.2721"
"1957-03-27","N","3 year","0.2669"
"1957-03-28","N","3 year","0.2643"
"1957-03-29","N","3 year","0.2645"
"1957-04-01","N","3 year","0.2557"
"1957-04-02","N","3 year","0.2503"
"1957-04-03","N","3 year","0.2469"
"1957-04-04","N","3 year","0.2497"
"1957-04-05","N","3 year","0.2558"
"1957-04-08","N","3 year","0.2703"
"1957-04-09","N","3 year","0.2540"
"1957-04-10","N","3 year","0.2487"
"1957-04-11","N","3 year","0.2499"
"1957-04-12","N","3 year","0.2500"
"1957-04-15","N","3 year","0.2590"
"1957-04-16","N","3 year","0.2570"
"1957-04-17","N","3 year","0.2553"
"1957-04-18","N","3 year","0.2462"
"1957-04-22","N","3 year","0.2185"
"1957-04-23","N","3 year","0.2017"
"1957-04-24","N","3 year","0.1999"
"1957-04-25","N","3 year","0.2041"
"1957-04-26","N","3 year","0.2097"
"1957-04-29","N","3 year","0.1889"
"1957-04-30","N","3 year","0.1834"
"1957-05-01","N","3 year","0.1762"
"1957-05-02","N","3 year","0.1669"
"1957-05-03","N","3 year","0.1832"
"1957-05-06","N","3 year","0.1833"
"1957-05-07","N","3 year","0.1879"
"1957-05-08","N","3 year","0.1833"
"1957-05-09","N","3 year","0.1821"
"1957-05-10","N","3 year","0.1681"
"1957-05-13","N","3 year","0.1796"
"1957-05-14","N","3 year","0.1838"
"1957-05-15","N","3 year","0.1798"
"1957-05-16","N","3 year","0.1750"
"1957-05-17","N","3 year","0.1762"
"1957-05-20","N","3 year","0.1811"
"1957-05-21","N","3 year","0.1781"
"1957-05-22","N","3 year","0.1829"
"1957-05-23","N","3 year","0.1826"
"1957-05-24","N","3 year","0.1798"
"1957-05-27","N","3 year","0.1915"
"1957-05-28","N","3 year","0.1958"
"1957-05-29","N","3 year","0.1851"
"1957-05-31","N","3 year","0.1771"
"1957-06-03","N","3 year","0.1871"
"1957-06-04","N","3 year","0.2033"
"1957-06-05","N","3 year","0.2035"
"1957-06-06","N","3 year","0.1952"
"1957-06-07","N","3 year","0.2053"
"1957-06-10","N","3 year","0.2230"
"1957-06-11","N","3 year","0.2096"
"1957-06-12","N","3 year","0.2069"
"1957-06-13","N","3 year","0.2046"
"1957-06-14","N","3 year","0.2027"
"1957-06-17","N","3 year","0.1907"
"1957-06-18","N","3 year","0.1898"
"1957-06-19","N","3 year","0.1978"
"1957-06-20","N","3 year","0.2052"
"1957-06-21","N","3 year","0.2113"
"1957-06-24","N","3 year","0.2330"
"1957-06-25","N","3 year","0.2159"
"1957-06-26","N","3 year","0.2175"
"1957-06-27","N","3 year","0.2131"
"1957-06-28","N","3 year","0.2021"
"1957-07-01","N","3 year","0.2031"
"1957-07-02","N","3 year","0.1904"
"1957-07-03","N","3 year","0.1766"
"1957-07-05","N","3 year","0.1711"
"1957-07-08","N","3 year","0.1734"
"1957-07-09","N","3 year","0.1673"
"1957-07-10","N","3 year","0.1594"
"1957-07-11","N","3 year","0.1639"
"1957-07-12","N","3 year","0.1461"
"1957-07-15","N","3 year","0.1408"
"1957-07-16","N","3 year","0.1395"
"1957-07-17","N","3 year","0.1465"
"1957-07-18","N","3 year","0.1477"
"1957-07-19","N","3 year","0.1465"
"1957-07-22","N","3 year","0.1289"
"1957-07-23","N","3 year","0.1157"
"1957-07-24","N","3 year","0.1146"
"1957-07-25","N","3 year","0.1146"
"1957-07-26","N","3 year","0.1251"
"1957-07-29","N","3 year","0.1584"
"1957-07-30","N","3 year","0.1588"
"1957-07-31","N","3 year","0.1590"
"1957-08-01","N","3 year","0.1620"
"1957-08-02","N","3 year","0.1544"
"1957-08-05","N","3 year","0.1731"
"1957-08-06","N","3 year","0.1896"
"1957-08-07","N","3 year","0.1805"
"1957-08-08","N","3 year","0.1838"
"1957-08-09","N","3 year","0.1901"
"1957-08-12","N","3 year","0.2230"
"1957-08-13","N","3 year","0.2227"
"1957-08-14","N","3 year","0.2379"
"1957-08-15","N","3 year","0.2374"
"1957-08-16","N","3 year","0.2376"
"1957-08-19","N","3 year","0.2694"
"1957-08-20","N","3 year","0.2628"
"1957-08-21","N","3 year","0.2572"
"1957-08-22","N","3 year","0.2664"
"1957-08-23","N","3 year","0.2975"
"1957-08-26","N","3 year","0.3124"
"1957-08-27","N","3 year","0.2876"
"1957-08-28","N","3 year","0.2867"
"1957-08-29","N","3 year","0.2919"
"1957-08-30","N","3 year","0.2570"
"1957-09-03","N","3 year","0.2432"
"1957-09-04","N","3 year","0.2539"
"1957-09-05","N","3 year","0.2604"
"1957-09-06","N","3 year","0.2643"
"1957-09-09","N","3 year","0.2671"
"1957-09-10","N","3 year","0.2712"
"1957-09-11","N","3 year","0.2600"
"1957-09-12","N","3 year","0.2443"
"1957-09-13","N","3 year","0.2462"
"1957-09-16","N","3 year","0.2362"
"1957-09-17","N","3 year","0.2065"
"1957-09-18","N","3 year","0.2052"
"1957-09-19","N","3 year","0.2131"
"1957-09-20","N","3 year","0.2362"
"1957-09-23","N","3 year","0.2626"
"1957-09-24","N","3 year","0.2346"
"1957-09-25","N","3 year","0.2497"
"1957-09-26","N","3 year","0.2464"
"1957-09-27","N","3 year","0.2442"
"1957-09-30","N","3 year","0.2617"
"1957-10-01","N","3 year","0.2479"
"1957-10-02","N","3 year","0.2381"
"1957-10-03","N","3 year","0.2369"
"1957-10-04","N","3 year","0.2384"
"1957-10-07","N","3 year","0.2797"
"1957-10-08","N","3 year","0.2906"
"1957-10-09","N","3 year","0.2894"
"1957-10-10","N","3 year","0.3218"
"1957-10-11","N","3 year","0.3244"
"1957-10-14","N","3 year","0.3302"
"1957-10-15","N","3 year","0.3110"
"1957-10-16","N","3 year","0.3218"
"1957-10-17","N","3 year","0.3439"
"1957-10-18","N","3 year","0.3476"
"1957-10-21","N","3 year","0.3620"
"1957-10-22","N","3 year","0.3520"
"1957-10-23","N","3 year","0.2939"
"1957-10-24","N","3 year","0.2945"
"1957-10-25","N","3 year","0.2885"
"1957-10-28","N","3 year","0.3214"
"1957-10-29","N","3 year","0.3121"
"1957-10-30","N","3 year","0.3016"
"1957-10-31","N","3 year","0.3003"
"1957-11-01","N","3 year","0.3338"
"1957-11-04","N","3 year","0.3599"
"1957-11-06","N","3 year","0.3631"
"1957-11-07","N","3 year","0.3550"
"1957-11-08","N","3 year","0.3772"
"1957-11-11","N","3 year","0.3905"
"1957-11-12","N","3 year","0.4037"
"1957-11-13","N","3 year","0.4055"
"1957-11-14","N","3 year","0.4095"
"1957-11-15","N","3 year","0.3824"
"1957-11-18","N","3 year","0.3941"
"1957-11-19","N","3 year","0.4049"
"1957-11-20","N","3 year","0.4010"
"1957-11-21","N","3 year","0.3816"
"1957-11-22","N","3 year","0.3633"
"1957-11-25","N","3 year","0.3630"
"1957-11-26","N","3 year","0.3976"
"1957-11-27","N","3 year","0.3583"
"1957-11-29","N","3 year","0.3382"
"1957-12-02","N","3 year","0.3392"
"1957-12-03","N","3 year","0.3369"
"1957-12-04","N","3 year","0.3315"
"1957-12-05","N","3 year","0.3321"
"1957-12-06","N","3 year","0.3428"
"1957-12-09","N","3 year","0.3844"
"1957-12-10","N","3 year","0.4016"
"1957-12-11","N","3 year","0.4034"
"1957-12-12","N","3 year","0.4020"
"1957-12-13","N","3 year","0.3965"
"1957-12-16","N","3 year","0.4257"
"1957-12-17","N","3 year","0.4493"
"1957-12-18","N","3 year","0.4508"
"1957-12-19","N","3 year","0.4354"
"1957-12-20","N","3 year","0.4461"
"1957-12-23","N","3 year","0.4550"
"1957-12-24","N","3 year","0.4555"
"1957-12-26","N","3 year","0.4409"
"1957-12-27","N","3 year","0.4459"
"1957-12-30","N","3 year","0.4681"
"1957-12-31","N","3 year","0.4396"
"1958-01-02","N","3 year","0.4275"
"1958-01-03","N","3 year","0.4086"
"1958-01-06","N","3 year","0.4375"
"1958-01-07","N","3 year","0.4344"
"1958-01-08","N","3 year","0.4347"
"1958-01-09","N","3 year","0.4432"
"1958-01-10","N","3 year","0.4607"
"1958-01-13","N","3 year","0.4719"
"1958-01-14","N","3 year","0.4649"
"1958-01-15","N","3 year","0.4535"
"1958-01-16","N","3 year","0.4510"
"1958-01-17","N","3 year","0.4438"
"1958-01-20","N","3 year","0.4500"
"1958-01-21","N","3 year","0.4598"
"1958-01-22","N","3 year","0.4633"
"1958-01-23","N","3 year","0.4577"
"1958-01-24","N","3 year","0.4493"
"1958-01-27","N","3 year","0.4725"
"1958-01-28","N","3 year","0.4886"
"1958-01-29","N","3 year","0.4797"
"1958-01-30","N","3 year","0.4868"
"1958-01-31","N","3 year","0.4815"
"1958-02-03","N","3 year","0.4800"
"1958-02-04","N","3 year","0.4546"
"1958-02-05","N","3 year","0.4639"
"1958-02-06","N","3 year","0.4670"
"1958-02-07","N","3 year","0.4774"
"1958-02-10","N","3 year","0.4826"
"1958-02-11","N","3 year","0.4872"
"1958-02-12","N","3 year","0.4938"
"1958-02-13","N","3 year","0.4934"
"1958-02-14","N","3 year","0.4859"
"1958-02-17","N","3 year","0.5106"
"1958-02-18","N","3 year","0.5137"
"1958-02-19","N","3 year","0.5145"
"1958-02-20","N","3 year","0.5233"
"1958-02-21","N","3 year","0.5254"
"1958-02-24","N","3 year","0.5459"
"1958-02-25","N","3 year","0.5587"
"1958-02-26","N","3 year","0.5469"
"1958-02-27","N","3 year","0.5560"
"1958-02-28","N","3 year","0.5534"
"1958-03-03","N","3 year","0.5548"
"1958-03-04","N","3 year","0.5490"
"1958-03-05","N","3 year","0.5445"
"1958-03-06","N","3 year","0.5250"
"1958-03-07","N","3 year","0.5087"
"1958-03-10","N","3 year","0.5039"
"1958-03-11","N","3 year","0.4975"
"1958-03-12","N","3 year","0.5011"
"1958-03-13","N","3 year","0.4993"
"1958-03-14","N","3 year","0.4973"
"1958-03-17","N","3 year","0.5367"
"1958-03-18","N","3 year","0.5484"
"1958-03-19","N","3 year","0.5410"
"1958-03-20","N","3 year","0.5403"
"1958-03-21","N","3 year","0.5262"
"1958-03-24","N","3 year","0.5129"
"1958-03-25","N","3 year","0.5163"
"1958-03-26","N","3 year","0.5213"
"1958-03-27","N","3 year","0.5260"
"1958-03-28","N","3 year","0.5256"
"1958-03-31","N","3 year","0.5582"
"1958-04-01","N","3 year","0.5645"
"1958-04-02","N","3 year","0.5769"
"1958-04-03","N","3 year","0.5815"
"1958-04-07","N","3 year","0.5959"
"1958-04-08","N","3 year","0.5981"
"1958-04-09","N","3 year","0.5974"
"1958-04-10","N","3 year","0.5954"
"1958-04-11","N","3 year","0.5961"
"1958-04-14","N","3 year","0.5802"
"1958-04-15","N","3 year","0.5715"
"1958-04-16","N","3 year","0.5839"
"1958-04-17","N","3 year","0.5782"
"1958-04-18","N","3 year","0.5500"
"1958-04-21","N","3 year","0.5321"
"1958-04-22","N","3 year","0.5047"
"1958-04-23","N","3 year","0.5047"
"1958-04-24","N","3 year","0.4928"
"1958-04-25","N","3 year","0.5060"
"1958-04-28","N","3 year","0.5111"
"1958-04-29","N","3 year","0.5156"
"1958-04-30","N","3 year","0.5003"
"1958-05-01","N","3 year","0.4968"
"1958-05-02","N","3 year","0.5024"
"1958-05-05","N","3 year","0.5190"
"1958-05-06","N","3 year","0.5090"
"1958-05-07","N","3 year","0.5117"
"1958-05-08","N","3 year","0.5096"
"1958-05-09","N","3 year","0.5107"
"1958-05-12","N","3 year","0.5188"
"1958-05-13","N","3 year","0.5321"
"1958-05-14","N","3 year","0.5499"
"1958-05-15","N","3 year","0.5420"
"1958-05-16","N","3 year","0.5471"
"1958-05-19","N","3 year","0.5558"
"1958-05-20","N","3 year","0.5329"
"1958-05-21","N","3 year","0.5350"
"1958-05-22","N","3 year","0.5269"
"1958-05-23","N","3 year","0.5199"
"1958-05-26","N","3 year","0.5149"
"1958-05-27","N","3 year","0.5200"
"1958-05-28","N","3 year","0.5179"
"1958-05-29","N","3 year","0.5096"
"1958-06-02","N","3 year","0.5060"
"1958-06-03","N","3 year","0.5087"
"1958-06-04","N","3 year","0.5074"
"1958-06-05","N","3 year","0.5057"
"1958-06-06","N","3 year","0.4984"
"1958-06-09","N","3 year","0.4956"
"1958-06-10","N","3 year","0.4872"
"1958-06-11","N","3 year","0.4868"
"1958-06-12","N","3 year","0.4782"
"1958-06-13","N","3 year","0.4616"
"1958-06-16","N","3 year","0.4427"
"1958-06-17","N","3 year","0.4370"
"1958-06-18","N","3 year","0.4244"
"1958-06-19","N","3 year","0.4477"
"1958-06-20","N","3 year","0.4526"
"1958-06-23","N","3 year","0.4580"
"1958-06-24","N","3 year","0.4481"
"1958-06-25","N","3 year","0.4445"
"1958-06-26","N","3 year","0.4377"
"1958-06-27","N","3 year","0.4358"
"1958-06-30","N","3 year","0.4288"
"1958-07-01","N","3 year","0.4402"
"1958-07-02","N","3 year","0.4389"
"1958-07-03","N","3 year","0.4341"
"1958-07-07","N","3 year","0.4417"
"1958-07-08","N","3 year","0.4474"
"1958-07-09","N","3 year","0.4522"
"1958-07-10","N","3 year","0.4467"
"1958-07-11","N","3 year","0.4368"
"1958-07-14","N","3 year","0.4462"
"1958-07-15","N","3 year","0.4363"
"1958-07-16","N","3 year","0.4318"
"1958-07-17","N","3 year","0.4224"
"1958-07-18","N","3 year","0.4072"
"1958-07-21","N","3 year","0.4000"
"1958-07-22","N","3 year","0.3978"
"1958-07-23","N","3 year","0.3981"
"1958-07-24","N","3 year","0.3906"
"1958-07-25","N","3 year","0.3888"
"1958-07-28","N","3 year","0.4149"
"1958-07-29","N","3 year","0.4216"
"1958-07-30","N","3 year","0.4177"
"1958-07-31","N","3 year","0.4147"
"1958-08-01","N","3 year","0.4186"
"1958-08-04","N","3 year","0.4180"
"1958-08-05","N","3 year","0.4172"
"1958-08-06","N","3 year","0.4258"
"1958-08-07","N","3 year","0.4166"
"1958-08-08","N","3 year","0.4114"
"1958-08-11","N","3 year","0.4126"
"1958-08-12","N","3 year","0.4188"
"1958-08-13","N","3 year","0.4165"
"1958-08-14","N","3 year","0.4135"
"1958-08-15","N","3 year","0.4221"
"1958-08-18","N","3 year","0.4462"
"1958-08-19","N","3 year","0.4467"
"1958-08-20","N","3 year","0.4461"
"1958-08-21","N","3 year","0.4367"
"1958-08-22","N","3 year","0.4339"
"1958-08-25","N","3 year","0.4175"
"1958-08-26","N","3 year","0.4133"
"1958-08-27","N","3 year","0.4130"
"1958-08-28","N","3 year","0.4205"
"1958-08-29","N","3 year","0.4147"
"1958-09-02","N","3 year","0.4158"
"1958-09-03","N","3 year","0.4105"
"1958-09-04","N","3 year","0.4129"
"1958-09-05","N","3 year","0.4167"
"1958-09-08","N","3 year","0.4103"
"1958-09-09","N","3 year","0.3883"
"1958-09-10","N","3 year","0.3926"
"1958-09-11","N","3 year","0.3832"
"1958-09-12","N","3 year","0.4003"
"1958-09-15","N","3 year","0.3817"
"1958-09-16","N","3 year","0.3619"
"1958-09-17","N","3 year","0.3624"
"1958-09-18","N","3 year","0.3694"
"1958-09-19","N","3 year","0.3498"
"1958-09-22","N","3 year","0.3561"
"1958-09-23","N","3 year","0.3271"
"1958-09-24","Y","3 year","0.3212"
"1958-09-25","N","3 year","0.3268"
"1958-09-26","N","3 year","0.3246"
"1958-09-29","Y","3 year","0.3381"
"1958-09-30","Y","3 year","0.3338"
"1958-10-01","N","3 year","0.3359"
"1958-10-02","Y","3 year","0.3309"
"1958-10-03","Y","3 year","0.3248"
"1958-10-06","Y","3 year","0.3412"
"1958-10-07","Y","3 year","0.3329"
"1958-10-08","Y","3 year","0.3306"
"1958-10-09","N","3 year","0.3309"
"1958-10-10","Y","3 year","0.3254"
"1958-10-13","Y","3 year","0.3181"
"1958-10-14","N","3 year","0.3236"
"1958-10-15","N","3 year","0.3414"
"1958-10-16","N","3 year","0.3320"
"1958-10-17","N","3 year","0.3189"
"1958-10-20","N","3 year","0.3357"
"1958-10-21","N","3 year","0.3275"
"1958-10-22","N","3 year","0.3327"
"1958-10-23","N","3 year","0.3353"
"1958-10-24","N","3 year","0.3379"
"1958-10-27","N","3 year","0.3554"
"1958-10-28","N","3 year","0.3519"
"1958-10-29","N","3 year","0.3366"
"1958-10-30","N","3 year","0.3345"
"1958-10-31","N","3 year","0.3368"
"1958-11-03","N","3 year","0.3474"
"1958-11-05","Y","3 year","0.3456"
"1958-11-06","Y","3 year","0.3348"
"1958-11-07","N","3 year","0.3561"
"1958-11-10","Y","3 year","0.3519"
"1958-11-11","Y","3 year","0.3452"
"1958-11-12","Y","3 year","0.3434"
"1958-11-13","N","3 year","0.3490"
"1958-11-14","Y","3 year","0.3498"
"1958-11-17","Y","3 year","0.3452"
"1958-11-18","N","3 year","0.3499"
"1958-11-19","N","3 year","0.3481"
"1958-11-20","N","3 year","0.3479"
"1958-11-21","N","3 year","0.3620"
"1958-11-24","N","3 year","0.3996"
"1958-11-25","N","3 year","0.4083"
"1958-11-26","N","3 year","0.3844"
"1958-11-28","N","3 year","0.3672"
"1958-12-01","N","3 year","0.3509"
"1958-12-02","N","3 year","0.3726"
"1958-12-03","N","3 year","0.3708"
"1958-12-04","N","3 year","0.3703"
"1958-12-05","N","3 year","0.3711"
"1958-12-08","N","3 year","0.3716"
"1958-12-09","N","3 year","0.3705"
"1958-12-10","Y","3 year","0.3541"
"1958-12-11","N","3 year","0.3569"
"1958-12-12","N","3 year","0.3649"
"1958-12-15","N","3 year","0.3492"
"1958-12-16","Y","3 year","0.3395"
"1958-12-17","Y","3 year","0.3309"
"1958-12-18","Y","3 year","0.3252"
"1958-12-19","N","3 year","0.3179"
"1958-12-22","N","3 year","0.3202"
"1958-12-23","N","3 year","0.3295"
"1958-12-24","N","3 year","0.3125"
"1958-12-29","Y","3 year","0.3071"
"1958-12-30","Y","3 year","0.2918"
"1958-12-31","Y","3 year","0.2853"
"1959-01-02","Y","3 year","0.2800"
"1959-01-05","Y","3 year","0.2515"
"1959-01-06","N","3 year","0.2434"
"1959-01-07","N","3 year","0.2593"
"1959-01-08","N","3 year","0.2477"
"1959-01-09","Y","3 year","0.2399"
"1959-01-12","Y","3 year","0.2480"
"1959-01-13","N","3 year","0.2524"
"1959-01-14","N","3 year","0.2490"
"1959-01-15","Y","3 year","0.2443"
"1959-01-16","N","3 year","0.2376"
"1959-01-19","N","3 year","0.2348"
"1959-01-20","N","3 year","0.2350"
"1959-01-21","Y","3 year","0.2279"
